stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
011,011.jpg,candidate_018_expressionism_primitive_heads_1924.jpg,candidate_images/chosen/candidate_018_expressionism_primitive_heads_1924.jpg,expressionism,"Zwei dunkle kopfähnliche Formen stehen nebeneinander vor hellem Hintergrund. Links wirkt die Form frontaler, rechts ist ein Kopf im Profil zu sehen.","Zwei dunkle Kopf- oder Maskenformen stehen dicht nebeneinander vor hellem Hintergrund. Beide wirken leicht seitlich gedreht, statt klar frontal und Profil zu sein.",Zwei helle braune Maskenköpfe stehen weit auseinander vor bläulichem Grund. Beide Köpfe wirken frontal und ähnlich groß.,"Two dark head-like forms stand side by side before a light background. The left form appears more frontal, while the right head is seen in profile.",Two dark head or mask forms stand close together before a light background. Both appear slightly turned sideways rather than clearly one frontal and one in profile.,Two pale brown mask heads stand far apart before a bluish ground. Both heads appear frontal and similar in size.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
012,012.jpg,no_5_no_22_0055.jpg,color-field-painting/no_5_no_22_0055.jpg,color-field-painting,Ein breites rotes horizontales Band teilt eine gelbe Fläche. Oberhalb und unterhalb des Bandes liegen große ruhige gelb-orange Felder.,"Ein rotes waagrechtes Band durchzieht eine warme gelbe Fläche. Das Band wirkt etwas schmaler und höher gesetzt, während unten mehr gelber Raum bleibt.",Ein schmales rotes Band teilt eine gelbe Fläche senkrecht nahe der linken Seite. Die großen Farbfelder liegen rechts und links statt oberhalb und unterhalb.,A broad red horizontal band divides a yellow field. Large quiet yellow-orange areas lie above and below the band.,"A red horizontal band runs through a warm yellow field. The band appears slightly narrower and placed higher, leaving more yellow space below.",A narrow red band divides a yellow field vertically near the left side. The large color fields lie to the right and left rather than above and below.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
013,013.jpg,the_station_of_the_cross_-_first_station_0179.jpg,color-field-painting/the_station_of_the_cross_-_first_station_0179.jpg,color-field-painting,Eine helle fast leere Fläche wird rechts von einer schmalen dunklen senkrechten Kante geteilt. Nahe dieser Kante sitzen feine schwarze Flecken.,Ein heller fast leerer Bildraum wird von einer dünnen dunklen senkrechten Zone nahe dem rechten Rand unterbrochen. Die feinen schwarzen Spuren sitzen etwas weiter links davon.,Eine helle fast leere Fläche wird links von einer breiteren dunklen Kante geteilt. Die feinen schwarzen Flecken sitzen weit entfernt in der unteren Mitte.,A pale almost empty field is divided on the right by a narrow dark vertical edge. Fine black marks sit near this edge.,A pale almost empty pictorial space is interrupted by a thin dark vertical zone near the right edge. The fine black traces sit slightly farther to its left.,A pale almost empty field is divided on the left by a broader dark edge. The fine black marks sit far away in the lower center.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
014,014.jpg,untitled_0159.jpg,color-field-painting/untitled_0159.jpg,color-field-painting,Eine große gelbe Fläche wird oben links von roten und schwarzen gezackten Formen eingeschnitten. Der stärkste Kontrast sitzt entlang der oberen linken Kante.,"Gelb dominiert fast das ganze Bild, während rote und schwarze Zacken vom oberen Rand hineinragen. Der stärkste Kontrast wirkt eher oben mittig als klar oben links.",Eine große gelbe Fläche wird unten rechts von roten und schwarzen gezackten Formen eingeschnitten. Der stärkste Kontrast liegt tief am Rand statt oben links.,A large yellow field is cut into at the upper left by red and black jagged forms. The strongest contrast sits along the upper left edge.,"Yellow dominates almost the whole image, while red and black spikes enter from the upper edge. The strongest contrast appears more near the upper middle than clearly at the upper left.",A large yellow field is cut into at the lower right by red and black jagged forms. The strongest contrast lies low at the edge rather than at the upper left.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
015,015.jpg,untitled_0170.jpg,color-field-painting/untitled_0170.jpg,color-field-painting,"Blaue und weiße spitze Formen stehen diagonal. Die Komposition wirkt kantig, mit starken Schrägen und viel hellem Zwischenraum.",Blaue und weiße spitze Flächen kreuzen sich auf hellem Grund. Die wichtigsten Schrägen wirken etwas flacher und laufen stärker von links unten nach rechts oben.,"Blaue und weiße kantige Formen stehen fast senkrecht auf hellem Grund. Die Komposition wirkt weniger diagonal, mit einer breiten blauen Fläche in der Mitte.","Blue and white shapes point diagonally. The composition feels angular, with strong slants and much pale space between them.",Blue and white pointed areas cross on a pale ground. The main slants appear slightly flatter and run more strongly from lower left to upper right.,"Blue and white angular forms stand almost vertically on a pale ground. The composition feels less diagonal, with a broad blue area in the center.",image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
016,016.jpg,candidate_020_surrealism_vuelo_de_medianoche_1936.jpg,candidate_images/chosen/candidate_020_surrealism_vuelo_de_medianoche_1936.jpg,surrealism,Mehrere bunte spiralförmige Schnecken- oder Muschelformen liegen auf dunkelgrünem Grund. Eine große blaue geschwungene Form verbindet die runden Elemente.,Mehrere bunte spiralige Formen liegen auf dunklem Grund. Die große blaue geschwungene Form scheint vor allem am unteren Rand entlangzulaufen statt die runden Elemente zentral zu verbinden.,"Mehrere bunte Spiralen liegen auf dunkelblauem Grund. Eine kleine blaue Kurve sitzt am unteren Rand, während die runden Elemente stärker getrennt bleiben.",Several colorful spiral shell-like forms lie on a dark green ground. A large blue curved form connects the round elements.,Several colorful spiral forms lie on a dark ground. The large blue curved form seems to run mainly along the lower edge rather than centrally connecting the round elements.,"Several colorful spirals lie on a dark blue ground. A small blue curve sits near the lower edge, while the round elements remain more separated.",image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
017,017.jpg,untitled_mural_for_end_wall_0222.jpg,color-field-painting/untitled_mural_for_end_wall_0222.jpg,color-field-painting,"Ein dunkles braunes Quadrat liegt in einem leuchtend orange-roten Rahmen. Die Mitte wirkt ruhig und flächig, der Rand deutlich heller.",Eine große dunkle rechteckige Fläche sitzt in einem leuchtenden orange-roten Rahmen. Die Mitte wirkt eher hochrechteckig als quadratisch und etwas nach oben verschoben.,"Ein dunkles schmales Rechteck liegt in einem gelb-orangefarbenen Rahmen. Die Mitte ist nach links verschoben, und der Rand wirkt oben dunkler als unten.","A dark brown square lies inside a glowing orange-red frame. The center feels calm and flat, while the border is clearly brighter.",A large dark rectangular field sits inside a glowing orange-red frame. The center appears more vertical than square and slightly shifted upward.,"A dark narrow rectangle lies inside a yellow-orange frame. The center is shifted to the left, and the border appears darker above than below.",image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
018,018.jpg,absinth_drinker_0102.jpg,expressionism/absinth_drinker_0102.jpg,expressionism,Eine Person sitzt an einem Tisch und blickt auf eine kleine helle Kerzenflamme. Das Gesicht und die Hände liegen im dunklen braunen Innenraum nahe am Licht.,"Eine dunkle sitzende Figur beugt sich zu einer hellen Flamme auf einem Tisch. Das Gesicht wirkt etwas weiter links vom Licht, während die Hände näher an der Tischkante liegen.","Eine sitzende Figur beugt sich an einem Tisch zu einem breiten hellen Lichtfleck. Das Gesicht liegt weiter im Schatten, und die Flamme wirkt groß und seitlich.",A person sits at a table and looks toward a small pale candle flame. Face and hands lie close to the light in a dark brown interior.,"A dark seated figure bends toward a pale flame on a table. The face appears slightly farther left from the light, while the hands lie closer to the table edge.","A seated figure bends at a table toward a broad pale patch of light. The face lies farther in shadow, and the flame appears large and off to the side.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
019,019.jpg,ascet_0276.jpg,expressionism/ascet_0276.jpg,expressionism,"Eine schmale sitzende Figur in Blau steht vor blauem Hintergrund an einem Tisch. Heller Kopf, Teller und Hände bilden die zentralen Akzente.","Eine blau gekleidete Figur sitzt frontal an einem Tisch vor kühlem blauem Grund. Der helle Teller wirkt etwas weiter rechts, und die Hände liegen weniger zentral.","Eine schmale Figur in grünlichem Blau sitzt an einem Tisch vor grauem Hintergrund. Der helle Teller liegt deutlich links, und Kopf und Hände sind weniger zentral gebündelt.","A narrow seated figure in blue appears before a blue background at a table. Pale head, plate, and hands form the central accents.","A blue-clothed figure sits frontally at a table before a cool blue ground. The pale plate appears slightly farther to the right, and the hands lie less centrally.","A narrow figure in greenish blue sits at a table before a gray background. The pale plate lies clearly to the left, and head and hands are less tightly centered.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
020,020.jpg,canal_du_midi_0128.jpg,expressionism/canal_du_midi_0128.jpg,expressionism,Eine helle Winterlandschaft mit violett-blauen Schatten führt zu einem Fluss oder Hafen. Rechts verläuft ein dunkler Uferstreifen mit kleinen Figuren und Booten.,"Eine helle Winterlandschaft mit violetten Schatten führt zu Wasser und Horizont. Der dunkle Uferstreifen bleibt rechts, wirkt aber breiter und etwas näher an der Bildmitte.","Eine helle Winterlandschaft führt zu einem Fluss, aber der dunkle Uferstreifen verläuft links. Kleine Boote und Figuren sammeln sich nahe der unteren Mitte.","A pale winter landscape with violet-blue shadows leads toward a river or harbor. On the right, a dark bank with small figures and boats runs into the distance.","A pale winter landscape with violet shadows leads toward water and horizon. The dark bank remains on the right, but appears broader and slightly closer to the image center.","A pale winter landscape leads toward a river, but the dark bank runs along the left. Small boats and figures gather near the lower center.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
021,021.jpg,children_with_the_lamp_0237.jpg,expressionism/children_with_the_lamp_0237.jpg,expressionism,Zwei Kinder oder Figuren sitzen eng beieinander im warmen Dunkel und halten eine leuchtend rote runde Laterne. Die hellsten Stellen liegen bei Gesicht und Laterne.,Eine kleine Figurengruppe sitzt im warmen Dunkel um ein rotes rundes Licht. Das Licht wirkt etwas tiefer und mehr seitlich gehalten als der Mittelpunkt der Gruppe.,"Drei Figuren sitzen weiter auseinander in warmem Dunkel um ein orangefarbenes Licht. Die Laterne liegt tiefer am Rand, und nur ein Gesicht ist klar hell.",Two children or figures sit close together in warm darkness and hold a glowing red round lantern. The brightest areas are the faces and lantern.,A small group of figures sits in warm darkness around a red round light. The light appears slightly lower and held more to the side than the center of the group.,"Three figures sit farther apart in warm darkness around an orange light. The lantern lies lower near the edge, and only one face is clearly bright.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
022,022.jpg,candidate_025_surrealism_colette_sitting.jpg,candidate_images/chosen/candidate_025_surrealism_colette_sitting.jpg,surrealism,"Eine sitzende Figur mit blauem Oberteil und rosa Rock lehnt in einem Stuhl. Der Kopf liegt links oben, die angewinkelten Beine füllen die rechte untere Hälfte.","Eine sitzende Figur mit blauem Oberteil und rosa Fläche lehnt in einem Stuhl. Der Kopf wirkt eher rechts oben, und die angewinkelten Beine füllen mehr die linke untere Seite.","Eine sitzende Figur mit grünlichem Oberteil und roter Rockfläche lehnt aufrecht im Stuhl. Der Kopf liegt rechts oben, und die Beine füllen eher die linke untere Hälfte.","A seated figure with a blue top and pink skirt leans in a chair. The head sits at the upper left, and bent legs fill the lower right half.","A seated figure with a blue top and pink area leans in a chair. The head appears more toward the upper right, and the bent legs fill more of the lower left side.","A seated figure with a greenish top and red skirt area leans upright in the chair. The head sits at the upper right, and the legs fill more of the lower left half.",image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
023,023.jpg,candidate_028_expressionism_freesia_in_a_red_vase_1986.jpg,candidate_images/chosen/candidate_028_expressionism_freesia_in_a_red_vase_1986.jpg,expressionism,"Ein dunkles rotes Gefäß steht unten mittig, daraus brechen gelbe und violette Blütenformen nach oben und rechts aus. Der Hintergrund ist braun und bewegt.",Ein Strauß mit gelben und violetten Blüten wächst aus einer dunklen Vase vor braunem Grund. Die hellen Blüten breiten sich stärker nach links als nach rechts aus.,"Ein dunkles Gefäß steht seitlich, daraus steigen wenige gelbe und rosa Blüten fast senkrecht nach oben. Der braune Hintergrund wirkt ruhig und gleichmäßig.","A dark red vessel stands at the lower center, with yellow and violet flower forms bursting upward and to the right. The background is brown and active.",A bouquet with yellow and violet blossoms grows from a dark vase before a brown ground. The bright blossoms spread more toward the left than toward the right.,"A dark vessel stands off to the side, with a few yellow and pink blossoms rising almost vertically upward. The brown background feels quiet and even.",image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
024,024.jpg,despair_0035.jpg,expressionism/despair_0035.jpg,expressionism,Eine dunkle gebeugte Figur steht rechts unten vor einer Landschaft mit blauem Tal und rotem Himmel. Die Schrägen der Berge führen zum hellen Horizont.,"Eine dunkle gebeugte Gestalt steht vor einer Landschaft mit Tal und rötlichem Himmel. Die Figur wirkt näher an der unteren Mitte, und die Bergschrägen steigen stärker nach rechts.",Eine dunkle gebeugte Figur steht links unten vor einer Landschaft mit grünem Tal und gelbem Himmel. Die Bergschrägen führen vom hellen Horizont weg.,A dark bent figure stands at the lower right before a landscape with a blue valley and red sky. The mountain diagonals lead toward the bright horizon.,"A dark bent figure stands before a landscape with a valley and reddish sky. The figure appears closer to the lower center, and the mountain diagonals rise more strongly to the right.",A dark bent figure stands at the lower left before a landscape with a green valley and yellow sky. The mountain diagonals lead away from the bright horizon.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19,False
