stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
011,011.jpg,candidate_018_expressionism_primitive_heads_1924.jpg,candidate_images/chosen/candidate_018_expressionism_primitive_heads_1924.jpg,expressionism,"Zwei dunkle kopfähnliche Formen stehen nebeneinander vor hellem Hintergrund. Links wirkt die Form frontaler, rechts ist ein Kopf im Profil zu sehen.","Zwei braun-schwarze Kopf- oder Maskenformen stehen dicht beieinander. Eine wirkt breiter und frontal, die andere schmaler und seitlich gedreht.",Drei helle Gesichter stehen weit auseinander vor blauem Grund.,"Two dark head-like forms stand side by side before a light background. The left form appears more frontal, while the right head is seen in profile.","Two brown-black head or mask forms stand close together. One appears broader and frontal, the other narrower and turned sideways.",Three pale faces stand far apart against a blue ground.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
012,012.jpg,no_5_no_22_0055.jpg,color-field-painting/no_5_no_22_0055.jpg,color-field-painting,Ein breites rotes horizontales Band teilt eine gelbe Fläche. Oberhalb und unterhalb des Bandes liegen große ruhige gelb-orange Felder.,Eine rote waagrechte Linie durchzieht eine warme gelbe Farbfläche. Die Komposition ist flach und fast ohne gegenständliche Formen.,Ein schwarzer Kreis steht über einem blauen Dreieck auf weißem Grund.,A broad red horizontal band divides a yellow field. Large quiet yellow-orange areas lie above and below the band.,A red horizontal line runs through a warm yellow color field. The composition is flat and almost without representational forms.,A black circle stands above a blue triangle on a white ground.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
013,013.jpg,the_station_of_the_cross_-_first_station_0179.jpg,color-field-painting/the_station_of_the_cross_-_first_station_0179.jpg,color-field-painting,Eine helle fast leere Fläche wird rechts von einer schmalen dunklen senkrechten Kante geteilt. Nahe dieser Kante sitzen feine schwarze Spuren.,Ein ruhiger heller Bildraum wird von einer dünnen dunklen vertikalen Zone am rechten Rand unterbrochen. Die übrige Fläche bleibt weitgehend leer.,Ein breites rotes Band liegt waagrecht in der Mitte auf gelbem Grund.,A pale almost empty field is divided on the right by a narrow dark vertical edge. Fine black traces sit near this edge.,A quiet light pictorial space is interrupted by a thin dark vertical zone near the right edge. The rest of the field remains mostly empty.,A broad red band lies horizontally in the center on a yellow ground.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
014,014.jpg,untitled_0159.jpg,color-field-painting/untitled_0159.jpg,color-field-painting,Eine große gelbe Fläche wird oben links von roten und schwarzen gezackten Formen eingeschnitten. Der stärkste Kontrast sitzt entlang der oberen linken Kante.,"Gelb dominiert fast das ganze Bild, während dunkle und rote Zacken von oben links hineinragen. Die Formen wirken wie ein unregelmäßiger Rand.",Weiche blaue Kreise liegen ruhig auf hellem Grund und verteilen sich gleichmäßig.,A large yellow field is cut into at the upper left by red and black jagged forms. The strongest contrast sits along the upper left edge.,"Yellow dominates almost the whole image, while dark and red spikes enter from the upper left. The forms act like an irregular border.",Soft blue circles lie calmly on a pale ground and are evenly distributed.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
015,015.jpg,untitled_0170.jpg,color-field-painting/untitled_0170.jpg,color-field-painting,"Blaue und weiße spitze Flächen kreuzen sich diagonal. Die Komposition wirkt kantig, mit starken Schrägen und viel hellem Zwischenraum.",Mehrere blaue Dreiecks- und Streifenformen liegen auf weißem Grund. Die wichtigsten Linien laufen schräg durch das Bild.,Runde rote und orange Formen liegen auf dunklem Grund.,"Blue and white pointed areas cross diagonally. The composition feels angular, with strong slants and much pale space between them.",Several blue triangular and stripe-like forms lie on a white ground. The main lines run diagonally through the image.,Round red and orange forms lie on a dark ground.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
016,016.jpg,candidate_020_surrealism_vuelo_de_medianoche_1936.jpg,candidate_images/chosen/candidate_020_surrealism_vuelo_de_medianoche_1936.jpg,surrealism,Mehrere bunte spiralförmige Schnecken- oder Muschelformen liegen auf dunkelgrünem Grund. Eine große blaue geschwungene Form verbindet die runden Elemente.,Bunte runde Spiralen und eine geschwungene blaue Form füllen die Mitte. Der Hintergrund bleibt dunkel und lässt die hellen Muster stark hervortreten.,Zwei kantige schwarze Rechtecke liegen auf weißem Grund.,Several colorful spiral shell-like forms lie on a dark green ground. A large blue curved form connects the round elements.,Colorful round spirals and a curved blue form fill the center. The background stays dark and makes the bright patterns stand out strongly.,Two angular black rectangles lie on a white ground.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
017,017.jpg,untitled_mural_for_end_wall_0222.jpg,color-field-painting/untitled_mural_for_end_wall_0222.jpg,color-field-painting,"Ein dunkles braunes Quadrat liegt in einem leuchtend orange-roten Rahmen. Die Mitte wirkt ruhig und flächig, der Rand deutlich heller.",Eine große dunkle rechteckige Fläche sitzt zentral in einem warmen roten und orangefarbenen Rand. Der Kontrast zwischen Mitte und Rand ist stark.,Ein heller blauer Kreis steht frei auf weißem Grund.,"A dark brown square lies inside a glowing orange-red frame. The center feels calm and flat, while the border is clearly brighter.",A large dark rectangular field sits centrally within a warm red and orange edge. The contrast between center and border is strong.,A pale blue circle stands alone on a white ground.,image_type=color-field-painting; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
018,018.jpg,absinth_drinker_0102.jpg,expressionism/absinth_drinker_0102.jpg,expressionism,Eine Person sitzt an einem Tisch und blickt auf eine kleine helle Kerzenflamme. Das Gesicht und die Hände liegen im dunklen braunen Innenraum nahe am Licht.,"Eine dunkle sitzende Figur beugt sich zu einer hellen Flamme auf dem Tisch. Der Blick sammelt sich bei Gesicht, Hand und Kerzenlicht.",Eine stehende Figur in hellem Kleid befindet sich draußen vor grüner Landschaft.,A person sits at a table and looks toward a small pale candle flame. Face and hands lie close to the light in a dark brown interior.,"A dark seated figure bends toward a pale flame on the table. The gaze gathers around face, hand, and candlelight.",A standing figure in a pale dress appears outdoors before a green landscape.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
019,019.jpg,ascet_0276.jpg,expressionism/ascet_0276.jpg,expressionism,"Eine schmale sitzende Figur in Blau steht vor blauem Hintergrund an einem Tisch. Heller Kopf, Teller und Hände bilden die zentralen Akzente.",Eine blau gekleidete Figur sitzt frontal vor einem Tisch mit hellem Teller. Der kühle blaue Hintergrund hält die Figur ruhig in der Mitte.,Eine liegende Figur in roten Farben füllt einen dunklen Innenraum.,"A narrow seated figure in blue appears before a blue background at a table. Pale head, plate, and hands form the central accents.",A blue-clothed figure sits frontally before a table with a pale plate. The cool blue background holds the figure calmly in the center.,A reclining figure in red colors fills a dark interior.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
020,020.jpg,canal_du_midi_0128.jpg,expressionism/canal_du_midi_0128.jpg,expressionism,Eine helle Winterlandschaft mit violett-blauen Schatten führt zu einem Fluss oder Hafen. Rechts verläuft ein dunkler Uferstreifen mit kleinen Figuren und Booten.,Schneeartige helle Flächen und violette Schatten ziehen diagonal in die Tiefe. Am rechten Rand sammeln sich dunkle kleine Formen entlang des Wassers.,Ein warmer Innenraum mit einer einzelnen Kerze und sitzender Figur füllt das Bild.,"A pale winter landscape with violet-blue shadows leads toward a river or harbor. On the right, a dark bank with small figures and boats runs into the distance.",Snow-like pale areas and violet shadows move diagonally into depth. Small dark forms gather along the water at the right edge.,A warm interior with a single candle and seated figure fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
021,021.jpg,children_with_the_lamp_0237.jpg,expressionism/children_with_the_lamp_0237.jpg,expressionism,Zwei Kinder oder Figuren sitzen eng beieinander im warmen Dunkel und halten eine leuchtend rote runde Laterne. Die hellsten Stellen liegen bei Gesicht und Laterne.,"Eine kleine Figurengruppe sammelt sich um ein rotes rundes Licht. Der Hintergrund bleibt dunkel und warm, sodass Gesicht und Licht hervortreten.",Eine einzelne Figur steht allein in einer hellen Landschaft mit blauem Kleid.,Two children or figures sit close together in warm darkness and hold a glowing red round lantern. The brightest areas are the faces and lantern.,"A small group of figures gathers around a red round light. The background stays dark and warm, making face and light stand out.",A single figure stands alone in a bright landscape wearing blue.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
022,022.jpg,candidate_025_surrealism_colette_sitting.jpg,candidate_images/chosen/candidate_025_surrealism_colette_sitting.jpg,surrealism,"Eine sitzende Figur mit blauem Oberteil und rosa Rock lehnt in einem Stuhl. Der Kopf liegt links oben, die angewinkelten Beine füllen die rechte untere Hälfte.","Eine ruhige sitzende Person ist aus blauer Kleidung, rosa Fläche und dunklem Stuhl aufgebaut. Die Figur ist diagonal in den Raum gesetzt.",Eine stehende Figur in langem weißem Gewand steht frontal vor einer Landschaft.,"A seated figure with a blue top and pink skirt leans in a chair. The head sits at the upper left, and bent legs fill the lower right half.","A quiet seated person is built from blue clothing, a pink area, and a dark chair. The figure is placed diagonally in the room.",A standing figure in a long white garment faces forward in a landscape.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
023,023.jpg,candidate_028_expressionism_freesia_in_a_red_vase_1986.jpg,candidate_images/chosen/candidate_028_expressionism_freesia_in_a_red_vase_1986.jpg,expressionism,"Ein dunkles rotes Gefäß steht unten mittig, daraus brechen gelbe und violette Blütenformen nach oben und rechts aus. Der Hintergrund ist braun und bewegt.",Ein Blumenstrauß mit gelben und violetten Formen wächst aus einer dunklen Vase. Die hellen Blüten liegen vor allem in der oberen Bildhälfte.,Eine einzelne pinke Blüte steht in einer blauen Glasvase auf ruhigem braunem Grund.,"A dark red vessel stands at the lower center, with yellow and violet flower forms bursting upward and to the right. The background is brown and active.",A bouquet with yellow and violet forms grows from a dark vase. The bright blossoms lie mainly in the upper half of the image.,A single pink blossom stands in a blue glass vase on a quiet brown ground.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
024,024.jpg,despair_0035.jpg,expressionism/despair_0035.jpg,expressionism,Eine dunkle gebeugte Figur steht rechts unten vor einer Landschaft mit blauem Tal und rotem Himmel. Die Schrägen der Berge führen zum hellen Horizont.,"Eine einzelne dunkle Gestalt befindet sich am rechten Bildrand vor einer weiten Landschaft. Himmel, Tal und Berglinien bilden starke horizontale und diagonale Zonen.",Eine sitzende Figur in einem Stuhl füllt einen Innenraum mit rosa Rock und blauem Oberteil.,A dark bent figure stands at the lower right before a landscape with a blue valley and red sky. The mountain diagonals lead toward the bright horizon.,"A single dark figure appears at the right edge before a wide landscape. Sky, valley, and mountain lines form strong horizontal and diagonal zones.",A seated figure in a chair fills an interior with a pink skirt and blue top.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
025,025.jpg,female_head_0208.jpg,expressionism/female_head_0208.jpg,expressionism,"Ein blau-grünes Gesicht mit dunklem Haar steht vor grünlichem Hintergrund. Der Kopf ist leicht geneigt, und ein roter Akzent sitzt am Hals.","Ein einzelnes kühles Porträt füllt die Mitte. Dunkle Haare, grüner Hintergrund und ein kleiner roter Halsbereich geben dem Gesicht Orientierung.",Drei orangefarbene Maskengesichter stehen vor hellblauem Grund.,"A blue-green face with dark hair appears before a greenish background. The head is slightly tilted, and a red accent sits at the neck.","A single cool-toned portrait fills the center. Dark hair, green background, and a small red neck area orient the face.",Three orange mask-like faces stand before a light blue ground.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
026,026.jpg,fertility_ii_0197.jpg,expressionism/fertility_ii_0197.jpg,expressionism,"Drei Figuren stehen in einem grünen Garten mit Baum in der Mitte. Links trägt eine Figur einen roten runden Korb, rechts steht eine blaue Figur mit hellem Hut.","Eine kleine Figurengruppe ist in grüne Pflanzen eingebettet. Der Baum teilt die Szene, und rote sowie blaue Kleidungsflächen setzen Akzente.",Eine einzelne sitzende Figur steht in einem Stuhl vor leerem Innenraum.,"Three figures stand in a green garden with a tree in the center. On the left, one figure carries a red round basket; on the right, a blue figure wears a pale hat.","A small group of figures is embedded in green plants. The tree divides the scene, while red and blue clothing areas create accents.",A single seated figure appears in a chair before an empty interior.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
027,027.jpg,candidate_029_expressionism_leon_indenbaum_1915.jpg,candidate_images/chosen/candidate_029_expressionism_leon_indenbaum_1915.jpg,expressionism,"Ein längliches helles Gesicht steht frontal in der Mitte vor dunklem Hintergrund. Haare, Augen und schmale Gesichtszüge sind weich und reduziert gezeichnet.","Ein einzelner heller Kopf füllt die zentrale Bildfläche. Der Hintergrund bleibt dunkel, und die Gesichtsform ist lang und ruhig.",Zwei dunkle Maskenköpfe stehen nebeneinander auf hellem Grund.,"An elongated pale face faces forward in the center against a dark background. Hair, eyes, and narrow facial features are softly and sparsely drawn.","A single pale head fills the central image area. The background stays dark, and the face shape is long and calm.",Two dark mask heads stand side by side on a light ground.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
028,028.jpg,girl_combing_her_hair_0037.jpg,expressionism/girl_combing_her_hair_0037.jpg,expressionism,Eine orange-rote sitzende Figur beugt sich nach links unten in einem hellen Innenraum. Helle Wandflächen und eine bläuliche Form rechts rahmen die Figur.,"Eine warme gebeugte Körperform sitzt in einer hellen, kantigen Umgebung. Der Blick fällt auf den roten Körper und die helle Fläche links oben.",Eine grüne Landschaft mit drei stehenden Figuren und Baum füllt das Bild.,An orange-red seated figure bends down toward the lower left in a pale interior. Pale wall areas and a bluish form on the right frame the figure.,A warm bent body form sits in a light angular setting. The eye falls on the red body and the pale area at the upper left.,A green landscape with three standing figures and a tree fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
029,029.jpg,gretchen_0114.jpg,expressionism/gretchen_0114.jpg,expressionism,Eine schmale stehende Figur in grauer Kleidung hält ein Kind oder Bündel vor dem Körper. Viel weißer Hintergrund umgibt die dunkle Zeichnung.,Eine kleine dunkle Figurengruppe steht isoliert auf hellem Papier. Die wichtigsten Formen liegen eng am Oberkörper und Kopfbereich.,Eine farbige sitzende Person in blauem Oberteil und rosa Rock füllt einen Innenraum.,A narrow standing figure in gray clothing holds a child or bundle in front of the body. Much white background surrounds the dark drawing.,A small dark group of figures stands isolated on pale paper. The main forms lie close around the torso and head.,A colored seated person in a blue top and pink skirt fills an interior.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
030,030.jpg,man_and_woman_0101.jpg,expressionism/man_and_woman_0101.jpg,expressionism,"Zwei nackte Figuren sitzen in dunklem Innenraum. Links ist eine hellere sitzende Figur, rechts beugt sich eine dunklere Figur nach unten.","Zwei warme Körperformen stehen vor einem dunklen Hintergrund. Eine Figur ist aufgerichteter, die andere stärker nach vorn gebeugt.",Eine einzelne stehende Mutterfigur mit Kind liegt vor blauem Außenraum.,"Two nude figures sit in a dark interior. On the left is a lighter seated figure, while on the right a darker figure bends downward.","Two warm body forms stand against a dark background. One figure is more upright, the other bends more strongly forward.",A single standing mother figure with child appears before a blue outdoor space.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
031,031.jpg,maternit_233_after_picasso_0194.jpg,expressionism/maternit_233_after_picasso_0194.jpg,expressionism,"Eine Frau in blauem Mantel sitzt frontal auf einem Stuhl, ein heller Hund liegt rechts unten. Das helle Kleid und der dunkle Stuhl stehen vor blauem Grund.",Eine sitzende Figur mit blauem Umhang und hellem Körper füllt die Mitte. Rechts unten liegt eine kleine helle Tierform am Boden.,Eine dunkle gebeugte Figur steht allein in einer roten Landschaft.,"A woman in a blue coat sits frontally on a chair, with a pale dog lying at the lower right. The pale dress and dark chair stand before a blue ground.",A seated figure with a blue cloak and pale body fills the center. A small pale animal shape lies on the floor at the lower right.,A dark bent figure stands alone in a red landscape.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
032,032.jpg,miguel_de_cervantes_0146.jpg,expressionism/miguel_de_cervantes_0146.jpg,expressionism,Eine dunkle Figur geht auf einem hellen Weg durch eine Landschaft mit Windmühle. Der Weg führt diagonal nach hinten zu Horizont und Himmel.,"Ein einzelner Wanderer steht auf einem hellen Pfad in einer dunklen Landschaft. Mühle, Weg und Himmel bilden die wichtigsten Orientierungspunkte.",Eine sitzende Frau in blauem Mantel steht frontal in einem Innenraum mit Stuhl und Hund.,A dark figure walks on a pale path through a landscape with a windmill. The path leads diagonally back toward the horizon and sky.,"A single walker stands on a pale path in a dark landscape. Mill, path, and sky are the main orientation points.",A seated woman in a blue coat appears frontally in an interior with chair and dog.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
