filename,score,row_idx,group,title,artist,url_slug,genres,styles,tags,width,height
candidate_034_impressionism_geraniums.jpg,15.465,13306,impressionism,Geraniums,Childe Hassam,geraniums,flower painting,Impressionism,flowers-and-plants; Flower; Still life photography; Plant,427,600
candidate_035_impressionism_bouquet_of_flowers_1875.jpg,15.402,12033,impressionism,Bouquet of Flowers,Alfred Sisley,bouquet-of-flowers-1875,still life,Impressionism,flowers-and-plants; Still life photography,458,600
candidate_036_surrealism_work_nr_217_elp_i_brain_salad_surgery_1973.jpg,15.4,52127,surrealism,Work Nr. 217 ELP I (Brain Salad Surgery),H.R. Giger,work-nr-217-elp-i-brain-salad-surgery-1973,symbolic painting,Fantastic Realism,Face; Forehead; Head; Nose; Eye,392,400
candidate_037_surrealism_a_girl_selling_flowers_1946.jpg,15.3,51093,surrealism,A Girl Selling Flowers,Desmond Morris,a-girl-selling-flowers-1946,figurative,Surrealism,,481,400
candidate_038_surrealism_composition_with_two_figures.jpg,15.3,51341,surrealism,Composition with two figures,Enrico Baj,composition-with-two-figures,figurative,Art Informel; Surrealism,,460,326
candidate_039_surrealism_untitled_1938.jpg,15.3,51954,surrealism,Untitled,Grace Pailthorpe,untitled-1938,figurative; abstract,Surrealism; Abstract Art,Organism,329,600
candidate_040_symbolism_still_life_with_lemons_1910.jpg,15.2,55809,symbolism,Still Life with Lemons,Cuno Amiet,still-life-with-lemons-1910,still life,Post-Impressionism,Flower; Plant,500,550
candidate_041_symbolism_portrait_of_a_lady_unfinished_1918.jpg,15.0,56838,symbolism,Portrait of a Lady (unfinished),Gustav Klimt,portrait-of-a-lady-unfinished-1918,portrait,Symbolism,female-portraits; Sketch; Face; Fashion illustration; Figure drawing,498,600
candidate_042_symbolism_bouquet_of_diverse_flowers_1881.jpg,14.99,57085,symbolism,Bouquet of Diverse Flowers,Henri Fantin-Latour,bouquet-of-diverse-flowers-1881,flower painting,Realism,Still life photography; Flower; Bouquet; Cut flowers; Garden roses; Floristry; Flower Arranging; Floral design,750,576
candidate_043_symbolism_bouquet_of_roses_and_other_flowers_1889.jpg,14.99,57091,symbolism,Bouquet of Roses and Other Flowers,Henri Fantin-Latour,bouquet-of-roses-and-other-flowers-1889,flower painting,Realism,Flower; Garden roses; Still life photography; Bouquet; Cut flowers; Plant; Floristry; Rose,741,600
candidate_044_surrealism_untitled_abstract_composition_1964.jpg,14.9,50632,surrealism,Untitled (Abstract Composition),Alexander Boghossian,untitled-abstract-composition-1964,abstract,Surrealism,,388,550
candidate_045_symbolism_portrait_of_a_lady.jpg,14.9,56839,symbolism,Portrait of a lady,Gustav Klimt,portrait-of-a-lady,portrait,Realism,female-portraits; Face; Head; Chin; Forehead,438,600
candidate_046_impressionism_dahlias.jpg,14.865,12898,impressionism,Dahlias,Berthe Morisot,dahlias,flower painting,Impressionism,flowers-and-plants; Still life photography; Cut flowers; Bouquet; Flower; Flowerpot; Plant,726,600
candidate_047_symbolism_self_portrait_c_1893.jpg,14.7,55849,symbolism,Self-portrait,Eugene Carriere,self-portrait-c-1893,self-portrait,Symbolism,Face; Head; Chin,488,599
candidate_048_surrealism_still_life_1926.jpg,14.6,51248,surrealism,Still Life,Edward Wadsworth,still-life-1926,still life,Surrealism,Still life photography,451,600
candidate_049_expressionism_a_still_life_with_vegetables.jpg,14.555,7107,expressionism,A still life with vegetables,Constant Permeke,a-still-life-with-vegetables,still life,Expressionism,Still life photography; Fruit,512,375
candidate_050_expressionism_still_life_with_fruits_1911.jpg,14.411,6219,expressionism,Still Life with Fruits,Arthur Segal,still-life-with-fruits-1911,still life,Post-Impressionism,Pomegranate; Fruit; Still life photography; Apple; Plant,640,449
candidate_051_expressionism_still_life_with_bottles_1943.jpg,14.411,6217,expressionism,Still Life with Bottles,Arthur Segal,still-life-with-bottles-1943,still life,Realism,Bottle; Glass bottle; Still life photography; Vase,570,459
candidate_052_expressionism_rote_tulpen_1926.jpg,14.355,7093,expressionism,Rote Tulpen,Christian Rohlfs,rote-tulpen-1926,flower painting,Expressionism,Flower; Tulip; Plant,375,315
candidate_053_impressionism_still_life_with_apples_and_pipkin.jpg,14.294,11889,impressionism,Still Life With Apples and Pipkin,Adam Baltatu,still-life-with-apples-and-pipkin,still life,Impressionism,Still life photography; Fruit; Pomegranate; Plant,441,325
candidate_054_expressionism_still_life_hyacinths_carpet.jpg,14.121,6412,expressionism,Still life hyacinths carpet,August Macke,still-life-hyacinths-carpet,still life,Expressionism,fruits-and-vegetables; dishware-and-cutlery; Still life photography,750,531
candidate_055_impressionism_daisies.jpg,13.845,12899,impressionism,Daisies,Berthe Morisot,daisies,still life,Impressionism,flowers-and-plants; Still life photography; Flower,723,600
candidate_056_expressionism_ombelles_dans_un_vase_1965.jpg,13.826,6510,expressionism,Ombelles dans un vase,Bernard Buffet,ombelles-dans-un-vase-1965,still life,Expressionism,Sketch; Tree; Botany; Plant; Houseplant,364,480
candidate_057_expressionism_abstract_composition_2000.jpg,13.681,5625,expressionism,Abstract Composition,Alexander Bogen,abstract-composition-2000,abstract,Abstract Expressionism,,750,518
candidate_058_expressionism_gladioli_1919.jpg,13.649,6986,expressionism,Gladioli,Chaim Soutine,gladioli-1919,still life,Expressionism,flowers-and-plants; Still life photography,420,600
candidate_059_expressionism_polyxena_of_lobkowicz.jpg,13.635,6700,expressionism,Polyxena of Lobkowicz,Maria Bozoky,polyxena-of-lobkowicz,portrait; figurative,Expressionism,princess,411,600
candidate_060_expressionism_at_the_beach_1993.jpg,13.628,6570,expressionism,At the Beach,Maria Bozoky,at-the-beach-1993,portrait; symbolic painting,Expressionism,lakes-and-ponds,418,600
candidate_061_expressionism_woman_s_head_with_beauty_spot.jpg,13.506,6116,expressionism,Woman's Head with Beauty Spot,Amedeo Modigliani,woman-s-head-with-beauty-spot,portrait,Expressionism,female-portraits; Head,457,600
candidate_062_expressionism_still_life.jpg,13.427,6546,expressionism,Still life,Boris Grigoriev,still-life,still life,Expressionism; Neoclassicism,Still life photography; Serveware; Jug,724,599
candidate_063_expressionism_still_life_1964.jpg,13.426,6515,expressionism,Still Life,Bernard Buffet,still-life-1964,still life,Expressionism,Still life photography,640,480
candidate_064_impressionism_pipkin_with_chrysanthemums.jpg,13.214,11883,impressionism,Pipkin with Chrysanthemums,Adam Baltatu,pipkin-with-chrysanthemums,flower painting,Impressionism,Flower; Bouquet; Cut flowers; Still life photography; Plant; Flowerpot; Chrysanths,441,366
candidate_065_impressionism_crisantemos_1917.jpg,13.125,12500,impressionism,Crisantemos,Andres de Santa Maria,crisantemos-1917,flower painting,Impressionism,Still life photography; Flower; Vase,399,600
candidate_066_impressionism_sur_la_terrasse_vue_de_la_mer.jpg,12.925,12493,impressionism,Sur la terrasse--vue de la mer,Andre Dunoyer de Segonzac,sur-la-terrasse-vue-de-la-mer,still life,Impressionism,Flower; Botany; Plant,570,414
candidate_067_impressionism_roses_in_a_vase.jpg,12.775,13493,impressionism,Roses in a Vase,Childe Hassam,roses-in-a-vase,still life,Impressionism,flowers-and-plants,720,600
candidate_068_impressionism_still_life_with_vegetables.jpg,12.395,11894,impressionism,Still Life With Vegetables,Adam Baltatu,still-life-with-vegetables,still life,Impressionism,Still life photography,441,300
candidate_069_impressionism_still_life_with_pipe_and_books.jpg,12.395,11891,impressionism,Still Life With Pipe and Books,Adam Baltatu,still-life-with-pipe-and-books,still life,Impressionism,Still life photography,441,349
candidate_070_impressionism_giant_magnolias.jpg,12.265,13307,impressionism,Giant Magnolias,Childe Hassam,giant-magnolias,still life,Impressionism,flowers-and-plants; Still life photography,334,600
candidate_071_impressionism_colonial_quilt.jpg,12.062,13245,impressionism,Colonial Quilt,Childe Hassam,colonial-quilt,still life,Impressionism,fruits-and-vegetables; food-and-beverages; Leaf,392,600
candidate_072_impressionism_still_life_with_a_cabbage_1920.jpg,12.025,12491,impressionism,Still Life with a Cabbage,Andre Dunoyer de Segonzac,still-life-with-a-cabbage-1920,still life,Impressionism,Still life photography,729,600
